"id","cook_id","value","sort","title_sort"
"3882","327","Small spoon of salt.","0",
"3883","327","A quarter of a teaspoon of cumin.","0",
"3884","327","¼ teaspoon of black pepper.","0",
"3885","327","Four large onions.","0",
"3886","328","Diced and washed chicken.","0",
"3887","328","A kilogram of Shaalan rice.","0",
"3888","328","One and a half kilograms of water.","0",
"3889","328","Onion.","0",
"3890","328","Four grains of garlic.","0",
"3891","328","Two tablespoons of vegetable oil.","0",
"3892","328","A pill of blame.","0",
"3893","328","Four grains of cardamom.","0",
"3894","328","Two cinnamon sticks.","0",
"3895","328","Half a spoonful of turmeric.","0",
"3896","328","A quarter of a teaspoon of red hot pepper.","0",
"3897","328","Salt and black pepper.","0",
"3898","328","Vegetable oil for frying.","0",
"3899","328","Egg yolk.","0",
"3900","328","A cup of flour.","0",
"3901","328","Roasted nuts for decoration.","0",
"3902","328","Half a cup of chopped parsley for garnishing.","0",
"3903","328","Lemon rings for decoration.","0",
"3904","329","One and a half kilograms of red meat pieces.","0",
"3905","329","Spoonful of vinegar.","0",
"3906","329","Two leaves of laurel.","0",
"3907","329","A kilogram of Shaalan rice.","0",
"3908","329","One and a half kilograms of water.","0",
"3909","329","Two tablespoons of vegetable oil.","0",
"3910","329","A pill of blame.","0",
"3911","329","Four cardamom pods.","0",
"3912","329","Two cinnamon sticks.","0",
"3913","329","A quarter of a spoonful of turmeric.","0",
"3914","329","A quarter of a teaspoon of red hot pepper.","0",
"3915","329","Salt and black pepper.","0",
"3916","329","Roasted nuts for decoration.","0",
"3917","329","Half a cup of chopped parsley for garnishing.","0",
"3918","329","Lemon rings for decoration.","0",
"3919","330","Keban of washed and drained rice.","0",
"3920","330","Chicken cut into four or eight pieces.","0",
"3921","330","Table salt.","0",
"3922","330","black pepper.","0",
"3923","330","1 stick of cinnamon.","0",
"3924","330","A teaspoon of ground cinnamon.","0",
"3925","330","Four cardamom pods.","0",
"3926","330","Five grains of cloves.","0",
"3927","330","Two leaves of laurel.","0",
"3928","330","Two onions, chopped.","0",
"3929","330","Two cloves of garlic, finely chopped.","0",
"3930","330","Two cups of water.","0",
"3931","330","Two tablespoons of unsalted butter.","0",
"3932","330","A tablespoon of corn oil.","0",
"3933","330","Seven grains of grated carrots.","0",
"3934","331","Three cups of basmati rice.","0",
"3935","331","Half a cup of rose water.","0",
"3936","331","A teaspoon of saffron.","0",
"3937","331","Half a cup of raisins","0",
"3938","331","Four tablespoons of ghee.","0",
"3939","331","Four tablespoons of oil.","0",
"3940","331","Two large onions cut into slices.","0",
"3941","331","Ten grains of cardamom.","0",
"3942","331","Ten grains of cloves.","0",
"3943","331","Four leaves of laurel.","0",
"3944","331","A tablespoon of salt.","0",
"3945","331","Half a cup and a quarter of water, or broth.","0",
"3946","332","One and a half cups of well washed and drained Egyptian rice.","0",
"3947","332","A quarter cup of chopped vermicelli.","0",
"3948","332","Three cups of water or broth.","0",
"3949","332","A tablespoon of ghee or butter.","0",
"3950","332","A tablespoon of corn oil.","0",
"3951","332","A quarter of a teaspoon of salt.","0",
"3952","333","Chicken, cut into 4 pieces.","0",
"3953","333","A cup and a half of peas.","0",
"3954","333","A cup of carrots cut into slices.","0",
"3955","333","One and a half cups of Egyptian rice.","0",
"3956","333","Half a cup of American rice.","0",
"3957","333","Mixed spices, to taste.","0",
"3958","333","Two cubes of chicken broth.","0",
"3959","333","A pinch of salt.","0",
"3960","333","A medium sized piece of onion, chopped.","0",
"3961","334","Five small cups of rice.","2",
"3962","334","Chicken cut in half and cleaned well.","2",
"3963","334","One tablespoon of ghee or vegetable oil.","2",
"3964","334","Five grains of mastic.","2",
"3965","334","Fifteen grains of cardamom, and black pepper.","2",
"3966","334","Ten grains of cloves.","2",
"3967","334","1 stick of cinnamon.","2",
"3968","334","Three onions, finely chopped.","2",
"3969","334","Half a teaspoon each of: black pepper, cinnamon, cloves, cardamom, gulanjelin, lemon salt, and saffron tincture.","2",
"3970","334","A third of a large cup of vegetable oil.","2",
"3971","334","Large hanging of curry.","2",
"3972","334","A large cup of raisins soaked in water and toasted lightly with oil.","2",
"3973","334","Half a large cup of roasted pine nuts and almonds.","2",
"3974","334","A tablespoon of salt.","2",
"3975","334","A cup of chicken broth.","-1","مكوّنات تتبيلة تحمير الدجاج:
"
"3976","334","Half a teaspoon each of: cardamom, cinnamon, black pepper, cloves, galangal, lemon salt, salt, and a yellow dye.","-1","مكوّنات تتبيلة تحمير الدجاج:
"
"3977","334","A piece of charcoal, preferably the size of an egg.","-1","مكوّنات تتبيلة تحمير الدجاج:
"
"3978","334","A third of a large cup of municipal ghee.","-1","مكوّنات تتبيلة تحمير الدجاج:
"
"3979","335","Three cups of Punjabi rice.","0",
"3980","335","Two tablespoons of fish spices.","0",
"3981","335","A teaspoon of turmeric.","0",
"3982","335","A teaspoon of ground lime.","0",
"3983","335","Two teaspoons of dry and ground coriander.","0",
"3984","335","2 teaspoons ground cumin.","0",
"3985","335","A tablespoon of salt.","0",
"3986","335","Half a teaspoon of black pepper.","0",
"3987","335","Two cinnamon sticks.","0",
"3988","335","Six beads of correct cloves.","0",
"3989","335","Ten grains of cardamom right.","0",
"3990","335","Two pods of chopped green peppers.","0",
"3991","335","Two pods of chopped red pepper.","0",
"3992","335","Four cups of boiling water.","0",
"3993","335","One third of a cup of vegetable oil or ghee.","0",
"3994","335","Two tablespoons of soft butter.","0",
"3995","336","A tablespoon of soft butter and ground maki.","0",
"3996","336","Four pieces of skinless chicken.","0",
"3997","336","Onion, peeled and finely chopped.","0",
"3998","336","Three grains of green bell pepper, finely chopped.","0",
"3999","336","A cup of washed bashawar rice.","0",
"4000","336","Two grains of finely chopped tomatoes.","0",
"4001","336","A teaspoon of: table salt, mixed spice and ground black pepper.","0",
"4002","336","A piece of black lemon (Lumi).","0",
"4003","336","Two cups of hot water.","0",
"4004","337","Two cups of soaked and filtered rice.","0",
"4005","337","A teaspoon of saffron dissolved with water.","0",
"4006","337","Ten cups of hot water.","0",
"4007","337","A teaspoon each of: ground black pepper, ground turmeric, ground cumin, and whole coriander.","0",
"4008","337","Eight pieces of chicken.","0",
"4009","337","A quarter cup of vegetable oil.","0",
"4010","337","A tablespoon each of: table salt, biryani pepper, grated ginger, and ground coriander.","0",
"4011","337","Two peeled and sliced ​​onions, and finely chopped tomatoes.","0",
"4012","337","A tablespoon of crushed garlic.","0",
"4013","337","Two sticks of cinnamon right.","0",
"4014","337","Three bay papers.","0",
"4015","337","Six grains of black Lummi.","0",
"4016","337","Two tablespoons of tomato paste.","0",
"4017","337","A potato, peeled and cut into small pieces.","0",
"4018","337","Half a cup of yogurt.","0",
"4019","337","A cup of: finely chopped green coriander and green fenugreek.","0",
"4020","337","Four boiled eggs cut into medium-sized circles.","0",
"4021","338","Three colored bell peppers: red, yellow and green, cut into medium squares.","0",
"4022","338","Four tablespoons of olive oil.","0",
"4023","338","A teaspoon of ground coriander.","0",
"4024","338","A teaspoon of cumin spice.","0",
"4025","338","Half a tablespoon of rough crushed chili.","0",
"4026","338","Two cups of broth or water.","0",
"4027","338","A cup of sliced ​​tomatoes with its juice.","0",
"4028","338","Three cups of soaked and filtered rice.","0",
"4029","338","1 medium piece of onion, chopped","0",
"4030","338","2 cloves of garlic.","0",
"4031","338","Black pepper and salt to taste.","0",
"4032","339","Two tablespoons of corn oil.","0",
"4033","339","Two tablespoons of ghee.","0",
"4034","339","1 stick of cinnamon.","0",
"4035","339","Two cups of basmati rice.","0",
"4036","339","Four uncleaned cloves.","0",
"4037","339","Four non-crushed grains of cardamom.","0",
"4038","339","Three leaves of laurel.","0",
"4039","339","1 medium onion, finely chopped.","0",
"4040","339","2 cloves of crushed garlic.","0",
"4041","339","One teaspoon of minced ginger.","0",
"4042","339","2 large tomatoes, peeled and chopped.","0",
"4043","339","Three tablespoons of powdered coconut milk.","0",
"4044","339","Two and a half teaspoons of salt.","0",
"4045","339","Half a cup of chopped green coriander.","0",
"4046","339","Half a teaspoon of: chili, turmeric, and paprika.","0",
"4047","339","Three cups of water.","0",
"4048","340","Two cups of Egyptian rice.","0",
"4049","340","Half a cup of roasted almonds.","0",
"4050","340","Half a cup of toasted hazelnuts.","0",
"4051","340","A quarter cup of soaked raisins.","0",
"4052","340","A quarter cup of fried pine nuts.","0",
"4053","340","Three cups of meat broth.","0",
"4054","340","One onion, chopped.","0",
"4055","340","2 cloves of minced garlic.","0",
"4056","340","A little nutmeg.","0",
"4057","340","¼ teaspoon cinnamon.","0",
"4058","340","A quarter of a spoonful of cloves.","0",
"4059","340","A teaspoon of tomato paste paste.","0",
"4060","340","tow big spoon of sugar.","0",
"4061","340","A tablespoon of water.","0",
"4062","340","Plumper as desired.","0",
"4063","340","Salt and black pepper to taste.","0",
"4064","341","Three cups of Egyptian short-grain rice.","0",
"4065","341","Six pieces of chicken thigh.","0",
"4066","341","Half a teaspoon of salt.","0",
"4067","341","¼ teaspoon of black pepper.","0",
"4068","341","Half a teaspoon of mixed spices.","0",
"4069","341","Two tablespoons of vegetable oil.","0",
"4070","341","Two medium grains of chopped onions.","0",
"4071","341","A tablespoon of ginger.","0",
"4072","341","Four cloves of minced garlic.","0",
"4073","341","Two pods of chopped green pepper.","0",
"4074","341","Two mixed carrots.","0",
"4075","341","2 zucchini, cut into squares.","0",
"4076","341","Half a package of chopped parsley.","0",
"4077","341","Half a bunch of chopped cilantro.","0",
"4078","341","Two bay papers.","0",
"4079","341","Two teaspoons of mixed spices.","0",
"4080","341","Cinnamon stick.","0",
"4081","341","¼ teaspoon of black pepper.","0",
"4082","341","A teaspoon of coriander seeds.","0",
"4083","341","Two and three quarters of a cup of broth.","0",
"4084","341","Two tablespoons of ghee.","0",
"4085","342","Two cups of long-grain rice.","0",
"4086","342","A kilogram of cleaned chicken.","0",
"4087","342","A quarter of a teaspoon of salt.","0",
"4088","342","Half a tablespoon each of: turmeric, cardamom love.","0",
"4089","342","Two teaspoons of ground cardamom.","0",
"4090","342","Six teaspoons of crushed garlic.","0",
"4091","342","A quarter tablespoon of cumin.","0",
"4092","342","Two sheets of gas.","0",
"4093","342","Two heads of onion.","0",
"4094","342","A cup of chickpeas soaked in water and boiled.","0",
"4095","342","Pinch of black pepper.","0",
"4096","342","2 heads of sliced ​​onions.","0",
"4097","342","A cube of magi.","0",
"4098","342","Two liters of water.","0",
"4099","342","Half a cup of vegetable oil.","0",
"4100","342","Two teaspoons of butter or ghee.","0",
"4101","342","Chopped parsley to decorate the dish.","0",
"4102","342","Various fried nuts.","0",
"4103","343","Two cups of boiled rice.","0",
"4104","343","Half a cup of carrots cut into cubes.","0",
"4105","343","One onion, cut into small cubes.","0",
"4106","343","Half a cup of frozen peas.","0",
"4107","343","Half a cup of chopped green onions.","0",
"4108","343","Half a cup of shredded mushrooms.","0",
"4109","343","Four eggs.","0",
"4110","343","1 teaspoon of soy sauce.","0",
"4111","343","1 tablespoon of oyster sauce.","0",
"4112","343","An amount of soy sauce, as desired.","0",
"4113","343","One tablespoon of black pepper.","0",
"4114","343","Small spoon of salt.","0",
"4115","343","An appropriate amount of vegetable oil.","0",
"4116","344","Four tablespoons of vegetable oil.","2","المكونات"
"4117","344","Five hundred grams of sliced ​​meat.","2","المكونات"
"4118","344","1 large onion, chopped.","2","المكونات"
"4119","344","One tablespoon of chopped ginger.","2","المكونات"
"4120","344","1 large green pepper, sliced.","2","المكونات"
"4121","344","1 large red pepper, sliced.","2","المكونات"
"4122","344","1 carrot, cut into long, thin sticks.","2","المكونات"
"4123","344","1 sliced ​​mushroom.","2","المكونات"
"4124","344","Ten green beans, chopped.","2","المكونات"
"4125","344","A cup of chopped cabbage.","2","المكونات"
"4126","344","A cup of chopped cauliflower.","2","المكونات"
"4127","344","1 stick of chopped green onions to garnish.","2","المكونات"
"4128","344","2 cloves of crushed garlic.","0","مكونات خليط الصويا:
"
"4129","344","Two tablespoons of tomato paste.","0","مكونات خليط الصويا:
"
"4130","344","tow big spoon of sugar.","0","مكونات خليط الصويا:
"
"4131","344","A quarter of a spoonful of black pepper.","0","مكونات خليط الصويا:
"
"4132","344","Six tablespoons of starch.","0","مكونات خليط الصويا:
"
"4133","344","Half a cup of soy sauce.","0","مكونات خليط الصويا:
"
"4134","344","A glass of water.","0","مكونات خليط الصويا:
"
"4135","345","Kilograms of fish.","0",
"4136","345","Seven hundred and fifty grams of rice.","0",
"4137","345","A cup of oil.","0",
"4138","345","Half a kilogram of onions.","0",
"4139","345","Two cups of water.","0",
"4140","345","Small spoon of salt.","0",
"4141","345","A teaspoon of black pepper.","0",
"4142","346","Three cups of basmati rice.","0",
"4143","346","Two kilograms of fillet.","0",
"4144","346","A tablespoon of grated ginger.","0",
"4145","346","Three tablespoons of soy sauce.","0",
"4146","346","Two onions cut into slices.","0",
"4147","346","Two cloves of garlic, finely chopped.","0",
"4148","346","Three tablespoons of vegetable oil.","0",
"4149","346","Two carrots cut into thin slices.","0",
"4150","346","Two grains of potatoes, cut into cubes.","0",
"4151","346","Hal love.","0",
"4152","346","Bay paper.","0",
"4153","346","1 stick of cinnamon.","0",
"4154","346","Table salt.","0",
"4155","346","paprika.","0",
"4156","346","Lemon juice.","0",
"4157","347","Six grams of biryani spices, which are sweet, black pepper, coriander powder, and cumin.","0",
"4158","347","50 grams of finely chopped onions.","0",
"4159","347","Five grams of chopped garlic.","0",
"4160","347","A little yellow base.","0",
"4161","347","Fifty grams of corn oil.","0",
"4162","347","One hundred grams of finely chopped tomatoes.","0",
"4163","347","Fifty grams of broccoli cut into small florets.","0",
"4164","347","Fifty grams of cauliflower cut into cubes.","0",
"4165","347","Fifty grams of zucchini cut into cubes.","0",
"4166","347","Fifty grams of eggplant, also shredded.","0",
"4167","347","Fifty grams of carrots.","0",
"4168","347","Five hundred grams of basmati rice.","0",
"4169","347","One liter and five hundred grams of chicken stock.","0",
"4170","348","Two cups of soaked basmati rice.","0",
"4171","348","Three grains of finely grated carrots.","0",
"4172","348","Four cloves of garlic, crushed well.","0",
"4173","348","A tablespoon of biryani spices.","0",
"4174","348","Half a teaspoon of saffron.","0",
"4175","348","Half a teaspoon of turmeric.","0",
"4176","348","Two tablespoons of corn oil.","0",
"4177","348","A little salt to taste.","0",
"4178","348","Half a teaspoon of ground cinnamon.","0",
"4179","348","A quarter teaspoon of crushed cardamom.","0",
"4180","348","A quarter of a spoonful of crushed ginger.","0",
"4181","348","Three cups of water.","0",
"4182","349","A cup of black lentils.","0",
"4183","349","Two cups of coarse bulgur white in color.","0",
"4184","349","Five onions of average size.","0",
"4185","349","Three quarters of a cup of olive oil.","0",
"4186","349","Table salt.","0",
"4187","349","¼ teaspoon of black pepper.","0",
"4188","350","A cup of coarse bulgur.","0",
"4189","350","Half a cup of brown lentils.","0",
"4190","350","A cup of olive oil, plus an extra cup.","0",
"4191","350","Two cups of water.","0",
"4192","350","Half a tablespoon of salt.","0",
"4193","350","Pinch of cumin.","0",
"4194","350","Pinch of black pepper.","0",
"4195","350","Four large onions.","0",
"4196","351","A tablespoon of vegetable oil.","0",
"4197","351","Half a cup of vermicelli.","0",
"4198","351","Two tablespoons of ghee.","0",
"4199","351","Small spoon of salt.","0",
"4200","351","A cup and a half of hot water.","0",
"4201","352","One and a half kilograms of chicken.","0",
"4202","352","A teaspoon of cinnamon.","0",
"4203","352","Onion, cut into four quarters.","0",
"4204","352","Two leaves of Laura.","0",
"4205","352","A cube of chicken broth.","0",
"4206","352","Seven hundred grams of rice.","0",
"4207","352","Three hundred grams of ground meat.","0",
"4208","352","One hundred grams of pine nuts.","0",
"4209","352","One hundred grams of almonds.","0",
"4210","352","A quarter cup of butter.","0",
"4211","352","A quarter cup of olive oil.","0",
"4212","352","salt.","0",
"4213","352","black pepper.","0",
"4214","353","Eight pieces of chicken.","0",
"4215","353","Six cups of washed and soaked rice.","0",
"4216","353","Kilograms of cauliflower.","0",
"4217","353","Two pieces of eggplant, cut into circles.","0",
"4218","353","Two potatoes, cut into circles.","0",
"4219","353","Two carrots, cut into circles.","0",
"4220","353","2 sweet peppers (green and red), cut into circles.","0",
"4221","353","Nine cups of chicken broth.","0",
"4222","353","Half a cup of roasted vermicelli.","0",
"4223","353","Two cups of vegetable oil.","0",
"4224","353","Two tablespoons of mixed spices.","0",
"4225","353","Two tablespoons of turmeric.","0",
"4226","353","Pinch of crushed cardamom.","0",
"4227","353","A pinch of cinnamon.","0",
"4228","353","Pinch of cloves.","0",
"4229","354","Two cups of Egyptian rice, washed and soaked.","0",
"4230","354","A cup of brown lentils.","0",
"4231","354","2 large onions, cut into wings.","0",
"4232","354","Two cubes of chicken soup.","0",
"4233","354","Half a cup of pure olive oil.","0",
"4234","354","Two teaspoons of finely ground cumin.","0",
"4235","354","Pinch of black pepper.","0",
"4236","354","Table salt, to taste.","0",
"4237","355","Two cups of brown lentils.","0",
"4238","355","Four teaspoons of Egyptian rice.","0",
"4239","355","Two large grains of onions.","0",
"4240","355","A quarter cup of corn oil.","0",
"4241","355","Pinch of cinnamon.","0",
"4242","355","Pinch of the seven spices.","0",
"4243","355","Table salt, to taste.","0",
"4244","356","Eight pieces of skinless chicken.","0",
"4245","356","Four potatoes, cut into squares.","0",
"4246","356","Ten cloves of garlic.","0",
"4247","356","Two grains of onions cut into thin slices.","0",
"4248","356","A serving of ginger.","0",
"4249","356","Two boxes of yogurt.","0",
"4250","356","Four cups of rice.","0",
"4251","356","An amount of vegetable oil.","0",
"4252","356","The right amount of spices: cloves, cinnamon sticks, cardamom, black pepper, lime, and saffron.","0",
"4253","356","A handful of mixed spices: cumin, curry, biryani and coriander.","0",
"4254","357","Two cups of brown rice.","0",
"4255","357","Four tablespoons of vegetable oil.","0",
"4256","357","Four sticks of cinnamon.","0",
"4257","357","Four grains of cloves.","0",
"4258","357","Four cardamom pods.","0",
"4259","357","Four grains of red onions, cut into slices.","0",
"4260","357","A teaspoon of crushed black pepper.","0",
"4261","357","Four cloves of garlic, crushed.","0",
"4262","357","Two teaspoons of shredded ginger.","0",
"4263","357","Ten pieces of chicken fillet.","0",
"4264","357","Kilograms of chopped tomatoes.","0",
"4265","357","Four tablespoons of milk.","0",
"4266","357","Two tablespoons of saffron.","0",
"4267","357","Two teaspoons of turmeric.","0",
"4268","357","Four cups of yogurt.","0",
"4269","357","Two tablespoons of almonds.","0",
"4270","358","Four tablespoons of olive oil.","0",
"4271","358","Two onions, chopped into cubes.","0",
"4272","358","Four pieces of chicken fillet cut into cubes.","0",
"4273","358","Four cloves of minced garlic.","0",
"4274","358","A tablespoon of chopped ginger.","0",
"4275","358","A century of chopped green pepper.","0",
"4276","358","A small spoon of salt.","0",
"4277","358","Half a teaspoon of turmeric.","0",
"4278","358","1 teaspoon ground cumin.","0",
"4279","358","A small spoon of soft coriander.","0",
"4280","358","A tablespoon of curry spice.","0",
"4281","358","Two tablespoons of tomato paste.","0",
"4282","358","Four tablespoons of coconut milk.","0",
"4283","358","A quarter cup of water.","0",
"4284","358","A cup of cream.","0",
"4285","358","Half a small bunch of green coriander.","0",
"4286","358","Four tablespoons of butter.","0",
"4287","358","One tablespoon of lemon zest.","0",
"4288","358","Three cups of basmati rice.","0",
"4289","358","Two teaspoons of salt.","0",
"4290","358","A piece of lemon peel.","0",
"4291","358","Four cups of water.","0",
"4292","359","1 large onion, finely chopped.","0",
"4293","359","Two tablespoons of butter.","0",
"4294","359","Two and a half cups of white long-grain rice.","0",
"4295","359","2 cloves of minced garlic.","0",
"4296","359","A tablespoon of crushed curry.","0",
"4297","359","Five large cups of chicken broth.","0",
"4298","359","A tablespoon of soy sauce.","0",
"4299","359","Half a grain of hot pepper, chopped.","0",
"4300","359","A cup of chopped pineapple.","0",
"4301","360","Three cups of basmati rice.","0",
"4302","360","Two kilograms of shredded fillet fish.","0",
"4303","360","A tablespoon of cumin.","0",
"4304","360","A teaspoon of ground cardamom.","0",
"4305","360","Half a teaspoon of turmeric.","0",
"4306","360","A teaspoon of chopped coriander.","0",
"4307","360","A teaspoon of cinnamon.","0",
"4308","360","A teaspoon of ginger powder.","0",
"4309","360","Half a teaspoon of ground lime.","0",
"4310","360","A small spoon of crushed chili.","0",
"4311","360","A teaspoon of paprika.","0",
"4312","360","Two teaspoons of salt.","0",
"4313","360","Half a teaspoon of black pepper.","0",
"4314","360","Four tablespoons of vegetable oil or ghee.","0",
"4315","360","Six cloves of crushed garlic.","0",
"4316","360","Two pods of chopped green pepper.","0",
"4317","360","1 stick of cinnamon.","0",
"4318","360","Two large onions, chopped.","0",
"4319","360","Two tablets of right blame.","0",
"4320","360","Ten grains of cardamom.","0",
"4321","360","Two large grains of shredded tomatoes.","0",
"4322","360","Half a cup of chopped coriander.","0",
"4323","360","A tablespoon of tomato sauce.","0",
"4324","361","Three cups of Egyptian rice.","0",
"4325","361","Half a kilo of beef liver.","0",
"4326","361","One large onion.","0",
"4327","361","Two tablespoons of ghee.","0",
"4328","361","A tablespoon of white granulated sugar.","0",
"4329","361","Two tablespoons of vegetable oil.","0",
"4330","361","A teaspoon of finely ground cinnamon.","0",
"4331","361","A teaspoon of table salt.","0",
"4332","361","A teaspoon of black pepper","0",
"4333","361","A teaspoon of coriander.","0",
"4334","361","A teaspoon of turmeric.","0",
"4335","361","A cup of peeled geese.","0",
"4336","361","Half a cup of raisins.","0",
"4337","361","Half a cup of walnut walnut.","0",
"4338","361","Three cups of chicken broth.","0",
"4339","362","Two tomatoes.","0",
"4340","362","A grain of cucumber.","0",
"4341","362","Two leaves of lettuce.","0",
"4342","362","A cup of lemon juice.","0",
"4343","362","A teaspoon of table salt.","0",
"4344","362","A tablespoon of finely chopped mint.","0",
"4345","362","A tablespoon of finely chopped parsley.","0",
"4346","363","Three cups of rice, preferably the short grain.","0",
"4347","363","Six pieces of skinned fresh chicken thighs.","0",
"4348","363","Small spoon of salt.","0",
"4349","363","Pinch of black pepper.","0",
"4350","363","Three tablespoons of vegetable oil.","0",
"4351","363","Two onions, peeled and finely chopped.","0",
"4352","363","A tablespoon of: fresh grated ginger, correct coriander, and mixed pepper.","0",
"4353","363","Two grains of each: fresh grated carrots, finely chopped hot green peppers, and fresh zucchini cut into medium cubes.","0",
"4354","363","Cup each of: finely chopped fresh parsley, and finely chopped cilantro.","0",
"4355","363","Two leaves of laurel.","0",
"4356","363","A stick of right cinnamon.","0",
"4357","363","Two and a quarter cups of chicken broth.","0",
"4358","363","Two tablespoons of melted obesity.","0",
"4359","364","Three roasted bell peppers, peeled, and cut into medium pieces.","0",
"4360","364","Two tomatoes, cut into medium-sized pieces.","0",
"4361","364","Three tablespoons of each: pure olive oil, and finely chopped parsley.","0",
"4362","364","A teaspoon of each of: salt and ground cumin.","0",
"4363","364","two big spoons of lemon juice.","0",
"4364","365","Four cups of American rice.","0",
"4365","365","A kilogram of chicken cut into medium-sized pieces.","0",
"4366","365","Kilograms of tomatoes.","0",
"4367","365","Three large grains of onions.","0",
"4368","365","Half a cup of ghee, or vegetable corn oil.","0",
"4369","365","Three grains of sweet potatoes.","0",
"4370","365","Five large grains of carrots.","0",
"4371","365","One liter of water.","0",
"4372","365","A tablespoon of Kabsa spices.","0",
"4373","365","Half a teaspoon of paprika.","0",
"4374","365","Chicken broth cube.","0",
"4375","365","Two leaves of laurel.","0",
"4376","365","1 stick of cinnamon.","0",
"4377","365","Three or four grains of lime.","0",
"4378","366","A cup of rice.","0",
"4379","366","Spoonful of salt.","0",
"4380","366","Three tablespoons of olive oil.","0",
"4381","366","Two tablespoons of tomato sauce.","0",
"4382","366","Onion.","0",
"4383","366","Two grains of red and green peppers, cut into slices.","0",
"4384","366","Raisins, and sumac to taste.","0",
"4385","366","Fried pine nuts for garnish.","0",
"4386","366","A clove of garlic.","0",
"4387","367","Shredded chicken.","4",
"4388","367","Onion.","2","الكشنة:
"
"4389","367","Corn oil as needed.","2","الكشنة:
"
"4390","367","A box of canned chickpeas.","2","الكشنة:
"
"4391","367","French fries to taste.","2","الكشنة:
"
"4392","367","Mixed spices.","2","الكشنة:
"
"4393","367","Turmeric, and cardamom, soft to taste.","2","الكشنة:
"
"4394","367","Two tablespoons of tomato sauce.","2","الكشنة:
"
"4395","367","A cup of rice.","0","الأرز:
"
"4396","367","Small spoon of salt.","0","الأرز:
"
"4397","367","Lumi pill.","0","الأرز:
"
"4398","367","1 stick of cinnamon.","0","الأرز:
"
"4399","367","Black pepper to taste.","0","الأرز:
"
"4400","367","Chicken broth cube.","0","الأرز:
"
"4401","367","A cup of yogurt.","-2","تتبيل الدجاج: 
"
"4402","367","Black lime crushed.","-2","تتبيل الدجاج: 
"
"4403","367","Turmeric, ground cinnamon, lemon salt, and red pepper to taste.","-2","تتبيل الدجاج: 
"
"4404","367","two big spoons of lemon juice.","-2","تتبيل الدجاج: 
"
"4405","367","A tablespoon of olive oil.","-2","تتبيل الدجاج: 
"
"4406","368","Half a kilo of meat with bone.","0",
"4407","368","Five cups of water.","0",
"4408","368","A cube of magi.","0",
"4409","368","Two cups of basmati rice.","0",
"4410","368","Three tablespoons of melted obesity.","0",
"4411","368","Two onions, finely chopped.","0",
"4412","368","Half a cup of yogurt.","0",
"4413","368","Three grains of finely chopped tomatoes.","0",
"4414","368","A pinch of white pepper.","0",
"4415","368","Sprinkle ground cumin.","0",
"4416","368","Sprinkle dry, ground coriander.","0",
"4417","368","Sprinkle ground turmeric.","0",
"4418","368","Sprinkle ground cardamom.","0",
"4419","368","A tablespoon of crushed garlic.","0",
"4420","368","Half a cup of fried nuts.","0",
"4421","369","Half a cup of rice.","0",
"4422","369","2 grated carrots.","0",
"4423","369","Two green bell peppers, cut into small pieces.","0",
"4424","369","Ten slices of meat.","0",
"4425","369","Three tablespoons of melted obesity.","0",
"4426","369","Two onions, finely chopped.","0",
"4427","369","A cup of meat broth.","0",
"4428","369","Small spoon of salt.","0",
"4429","369","A teaspoon of ground black pepper.","0",
"4430","370","Two cups of basmati rice.","1","لخليط الأرز والدجاج
"
"4431","370","One small onion, chopped.","1","لخليط الأرز والدجاج
"
"4432","370","One green pepper, cut into cubes.","1","لخليط الأرز والدجاج
"
"4433","370","Two large grains of grated carrots.","1","لخليط الأرز والدجاج
"
"4434","370","Two pieces of chicken breast.","1","لخليط الأرز والدجاج
"
"4435","370","1 tablespoon of mixed spices, or to taste.","1","لخليط الأرز والدجاج
"
"4436","370","Pinch of black pepper.","1","لخليط الأرز والدجاج
"
"4437","370","1 teaspoon of crushed garlic.","1","لخليط الأرز والدجاج
"
"4438","370","A cube of chicken broth.","1","لخليط الأرز والدجاج
"
"4439","370","A quarter cup of water.","1","لخليط الأرز والدجاج
"
"4440","370","Half a cup of whipping cream.","-2","لخليط الكريمة
"
"4441","370","One box of cream.","-2","لخليط الكريمة
"
"4442","370","Three grains of cream cheese, or two tablespoons.","-2","لخليط الكريمة
"
"4443","371","Four cups of chicken broth or water.","1",
"4444","371","Two teaspoons of salt.","1",
"4445","371","Two cups of long-grain rice.","1",
"4446","371","A quarter cup of vegetable oil.","1",
"4447","371","Four cloves of garlic.","1",
"4448","371","A small head of broccoli.","1",
"4449","371","Three cups of shredded cheddar cheese.","1",
"4450","371","A cup of cream cheese.","1",
"4451","371","Two sticks of chopped green onions.","1",
"4452","371","One and a half cups of milk.","1",
"4453","371","Half a teaspoon of black pepper.","1",
"4454","372","Two cups of coarse bulgur, washed and soaked in water.","0",
"4455","372","A cup of well-washed brown lentils.","0",
"4456","372","Two onions, sliced.","0",
"4457","372","Two cubes of chicken broth.","0",
"4458","372","One tablespoon of cumin powder.","0",
"4459","372","half cup of olive oil.","0",
"4460","372","Six tablespoons of olive oil.","0",
"4461","372","Table salt, and ground black pepper to taste.","0",
"4462","373","Two cups of Egyptian rice washed and soaked.","0",
"4463","373","A cup of washed brown lentils.","0",
"4464","373","half cup of olive oil.","0",
"4465","373","Two onions, sliced.","0",
